STUDY_ID	SAMPLE_ID	B2M
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7485-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7601-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7602-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7603-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7604-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7605-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7606-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7607-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7608-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7609-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7610-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7611-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7616-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7620-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7676-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7677-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7680-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7681-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7684-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7686-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7687-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7688-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7689-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7690-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7691-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7692-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7693-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7694-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7695-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7854-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7855-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7856-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7857-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7858-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7860-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7873-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7874-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7875-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7877-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7879-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7880-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7881-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7882-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7884-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7902-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8010-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8011-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8012-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8013-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8015-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8018-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8019-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8104-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8105-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8106-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8107-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8108-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8109-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8110-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8111-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8113-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8114-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8558-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8563-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8564-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A4DS-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A4DV-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5R5-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5R7-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5R9-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5RA-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5RB-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5RC-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A614-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A615-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A616-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A617-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A618-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A61A-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A61B-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A61C-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74H-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74J-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74K-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74L-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74O-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7486-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7487-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7489-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7490-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7491-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7493-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7495-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-8319-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-8320-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-8321-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-8322-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-A5KJ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-A5KK-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-A5KL-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-HW-A5KM-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-IK-7675-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-IK-8125-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-KT-A74X-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-KT-A7W1-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5ET-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EU-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EV-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EW-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EX-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EY-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EZ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F0-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F1-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F2-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F4-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F6-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A72U-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A72W-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A72X-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A72Z-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A730-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A731-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A733-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A735-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A736-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A737-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A77W-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A77X-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A780-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A781-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65R-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65S-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65V-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65X-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65Z-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CS-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CU-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CV-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CW-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CX-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CY-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CZ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X3-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X4-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X5-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X8-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X9-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6XA-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6XC-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A86X-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A870-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-R8-A6MK-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-R8-A6ML-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-R8-A6MO-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A83X-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A83Y-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A83Z-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A840-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A843-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A845-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A847-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TS-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TU-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TV-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TW-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TX-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TY-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TZ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U0-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U1-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U2-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U5-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U6-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U8-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U9-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6UA-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6UB-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WD-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WE-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WG-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WH-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WI-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WL-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WM-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WN-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WO-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WP-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WQ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IQ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IS-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IX-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IY-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IZ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7J0-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7J1-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7J2-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7J3-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7QW-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7QX-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7QY-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7QZ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R1-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R2-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R3-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R4-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R7-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R8-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A89V-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A89Z-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7C3-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7C4-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7C5-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7CA-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7CF-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84B-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84C-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84F-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84G-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84H-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84I-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84J-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84L-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84M-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84O-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84Q-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84R-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84S-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84T-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RF-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RG-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RH-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RI-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RJ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RK-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RM-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RN-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RO-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RP-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RQ-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RR-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RS-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RU-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RV-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RW-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A8XE-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VM-A8C8-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VM-A8C9-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VM-A8CA-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VM-A8CB-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VM-A8CD-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VM-A8CE-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VM-A8CF-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VM-A8CH-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VV-A829-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VV-A86M-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VW-A7QS-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-VW-A8FI-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-W9-A837-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-WH-A86K-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-WY-A858-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-WY-A859-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-WY-A85A-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-WY-A85B-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-WY-A85C-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-WY-A85D-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-WY-A85E-01	NP
lgg_tcga_pan_can_atlas_2018	TCGA-R8-A6YH-01	NP
brca_tcga_pan_can_atlas_2018	TCGA-3C-AAAU-01	-1.756
brca_tcga_pan_can_atlas_2018	TCGA-3C-AALI-01	0.1662
brca_tcga_pan_can_atlas_2018	TCGA-3C-AALJ-01	-0.1727
brca_tcga_pan_can_atlas_2018	TCGA-3C-AALK-01	-0.9264
brca_tcga_pan_can_atlas_2018	TCGA-4H-AAAK-01	-0.5116
brca_tcga_pan_can_atlas_2018	TCGA-5L-AAT0-01	0.4887
brca_tcga_pan_can_atlas_2018	TCGA-5T-A9QA-01	-0.3433
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SB-01	-4.267
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SD-01	0.4754
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SE-01	-1.6584
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SF-01	-0.182
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SG-01	-1.7079
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SH-01	-0.9029
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SI-01	0.992
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SJ-01	-0.1151
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SK-01	-4.2811
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SM-01	0.1259
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SN-01	-0.0447
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SO-01	-4.1047
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SP-01	-0.6954
brca_tcga_pan_can_atlas_2018	TCGA-A1-A0SQ-01	-1.2817
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04N-01	-1.1137
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04P-01	0.454
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04Q-01	3.2779
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04R-01	-2.3151
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04T-01	-0.6406
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04U-01	-1.8254
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04V-01	-1.0932
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04W-01	-0.3987
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04X-01	3.142
brca_tcga_pan_can_atlas_2018	TCGA-A2-A04Y-01	0.6805
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CK-01	-0.5165
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CL-01	2.4621
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CM-01	1.4219
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CO-01	0.7367
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CP-01	-0.8762
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CQ-01	0.4273
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CR-01	2.074
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CS-01	0.3713
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CT-01	-1.8346
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CU-01	-2.9617
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CV-01	0.7698
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CW-01	0.2427
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CX-01	0.7546
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0CZ-01	0.2196
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0D0-01	0.221
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0D1-01	-1.958
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0D2-01	-0.7735
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0D3-01	-0.3721
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0D4-01	-1.5343
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EM-01	-0.9025
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EN-01	1.4953
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EO-01	0.6802
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EP-01	1.6772
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EQ-01	1.9381
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0ER-01	-0.7607
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0ES-01	-0.5956
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0ET-01	0.7686
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EU-01	-0.6931
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EV-01	1.1945
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EW-01	-0.3815
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EX-01	-0.9043
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0EY-01	-0.6649
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0ST-01	3.2376
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0SU-01	-0.6689
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0SV-01	1.873
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0SW-01	1.092
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0SX-01	1.2549
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0SY-01	-0.149
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0T0-01	-0.8313
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0T1-01	1.7533
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0T2-01	-1.0572
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0T3-01	-0.493
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0T4-01	1.5097
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0T5-01	-1.9824
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0T6-01	0.2588
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0T7-01	-0.6438
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YC-01	0.3428
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YD-01	0.4277
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YE-01	-1.4729
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YF-01	-0.3327
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YG-01	-0.4299
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YH-01	1.8499
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YI-01	0.6352
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YJ-01	-2.6943
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YK-01	1.051
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YL-01	-0.0828
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YM-01	-0.5571
brca_tcga_pan_can_atlas_2018	TCGA-A2-A0YT-01	-1.1572
brca_tcga_pan_can_atlas_2018	TCGA-A2-A1FV-01	-2.865
brca_tcga_pan_can_atlas_2018	TCGA-A2-A1FW-01	-1.354
brca_tcga_pan_can_atlas_2018	TCGA-A2-A1FX-01	-0.5721
brca_tcga_pan_can_atlas_2018	TCGA-A2-A1FZ-01	-0.7716
brca_tcga_pan_can_atlas_2018	TCGA-A2-A1G0-01	-1.0431
brca_tcga_pan_can_atlas_2018	TCGA-A2-A1G1-01	2.3533
brca_tcga_pan_can_atlas_2018	TCGA-A2-A1G4-01	-2.4346
brca_tcga_pan_can_atlas_2018	TCGA-A2-A1G6-01	-0.5468
brca_tcga_pan_can_atlas_2018	TCGA-A2-A259-01	-0.5542
brca_tcga_pan_can_atlas_2018	TCGA-A2-A25A-01	0.5917
brca_tcga_pan_can_atlas_2018	TCGA-A2-A25B-01	0.2003
brca_tcga_pan_can_atlas_2018	TCGA-A2-A25C-01	1.1601
