STUDY_ID	SAMPLE_ID	B2M
luad_tcga_pan_can_atlas_2018	TCGA-71-6725-01	-3.0324
luad_tcga_pan_can_atlas_2018	TCGA-71-8520-01	-2.6537
luad_tcga_pan_can_atlas_2018	TCGA-73-4658-01	-1.4969
luad_tcga_pan_can_atlas_2018	TCGA-73-4659-01	-2.6822
luad_tcga_pan_can_atlas_2018	TCGA-73-4662-01	-1.8845
luad_tcga_pan_can_atlas_2018	TCGA-73-4666-01	-0.8726
luad_tcga_pan_can_atlas_2018	TCGA-73-4668-01	-3.6152
luad_tcga_pan_can_atlas_2018	TCGA-73-4670-01	-3.2129
luad_tcga_pan_can_atlas_2018	TCGA-73-4675-01	-4.2503
luad_tcga_pan_can_atlas_2018	TCGA-73-4676-01	-2.9752
luad_tcga_pan_can_atlas_2018	TCGA-73-4677-01	-1.8255
luad_tcga_pan_can_atlas_2018	TCGA-73-7498-01	-3.7976
luad_tcga_pan_can_atlas_2018	TCGA-73-7499-01	0.6332
luad_tcga_pan_can_atlas_2018	TCGA-73-A9RS-01	-1.2244
luad_tcga_pan_can_atlas_2018	TCGA-75-5122-01	1.477
luad_tcga_pan_can_atlas_2018	TCGA-75-5125-01	-1.3595
luad_tcga_pan_can_atlas_2018	TCGA-75-5126-01	0.4136
luad_tcga_pan_can_atlas_2018	TCGA-75-5146-01	-1.4843
luad_tcga_pan_can_atlas_2018	TCGA-75-5147-01	1.023
luad_tcga_pan_can_atlas_2018	TCGA-75-6203-01	0.467
luad_tcga_pan_can_atlas_2018	TCGA-75-6205-01	-0.4474
luad_tcga_pan_can_atlas_2018	TCGA-75-6206-01	-3.0415
luad_tcga_pan_can_atlas_2018	TCGA-75-6207-01	-4.5388
luad_tcga_pan_can_atlas_2018	TCGA-75-6211-01	-3.6013
luad_tcga_pan_can_atlas_2018	TCGA-75-6212-01	-0.8947
luad_tcga_pan_can_atlas_2018	TCGA-75-6214-01	-1.162
luad_tcga_pan_can_atlas_2018	TCGA-75-7025-01	-1.3778
luad_tcga_pan_can_atlas_2018	TCGA-75-7027-01	-3.0225
luad_tcga_pan_can_atlas_2018	TCGA-75-7030-01	-0.333
luad_tcga_pan_can_atlas_2018	TCGA-75-7031-01	-1.9058
luad_tcga_pan_can_atlas_2018	TCGA-78-7143-01	-2.5718
luad_tcga_pan_can_atlas_2018	TCGA-78-7145-01	-3.5452
luad_tcga_pan_can_atlas_2018	TCGA-78-7146-01	-4.4091
luad_tcga_pan_can_atlas_2018	TCGA-78-7147-01	-1.9031
luad_tcga_pan_can_atlas_2018	TCGA-78-7148-01	-0.5592
luad_tcga_pan_can_atlas_2018	TCGA-78-7149-01	-3.8145
luad_tcga_pan_can_atlas_2018	TCGA-78-7150-01	-2.7456
luad_tcga_pan_can_atlas_2018	TCGA-78-7152-01	-1.7644
luad_tcga_pan_can_atlas_2018	TCGA-78-7153-01	-2.1751
luad_tcga_pan_can_atlas_2018	TCGA-78-7154-01	-1.9236
luad_tcga_pan_can_atlas_2018	TCGA-78-7155-01	-6.6888
luad_tcga_pan_can_atlas_2018	TCGA-78-7156-01	-3.0939
luad_tcga_pan_can_atlas_2018	TCGA-78-7158-01	-4.4668
luad_tcga_pan_can_atlas_2018	TCGA-78-7159-01	-3.0589
luad_tcga_pan_can_atlas_2018	TCGA-78-7160-01	-0.7531
luad_tcga_pan_can_atlas_2018	TCGA-78-7161-01	-3.5354
luad_tcga_pan_can_atlas_2018	TCGA-78-7162-01	-1.0509
luad_tcga_pan_can_atlas_2018	TCGA-78-7163-01	-2.0239
luad_tcga_pan_can_atlas_2018	TCGA-78-7166-01	-2.8657
luad_tcga_pan_can_atlas_2018	TCGA-78-7167-01	-4.6476
luad_tcga_pan_can_atlas_2018	TCGA-78-7220-01	-3.7203
luad_tcga_pan_can_atlas_2018	TCGA-78-7535-01	-4.4892
luad_tcga_pan_can_atlas_2018	TCGA-78-7536-01	-3.6001
luad_tcga_pan_can_atlas_2018	TCGA-78-7537-01	-1.9657
luad_tcga_pan_can_atlas_2018	TCGA-78-7539-01	-1.1284
luad_tcga_pan_can_atlas_2018	TCGA-78-7540-01	-0.6835
luad_tcga_pan_can_atlas_2018	TCGA-78-7542-01	-0.9093
luad_tcga_pan_can_atlas_2018	TCGA-78-7633-01	-3.0778
luad_tcga_pan_can_atlas_2018	TCGA-78-8640-01	-3.7337
luad_tcga_pan_can_atlas_2018	TCGA-78-8648-01	-0.4662
luad_tcga_pan_can_atlas_2018	TCGA-78-8655-01	-2.3599
luad_tcga_pan_can_atlas_2018	TCGA-78-8660-01	-2.538
luad_tcga_pan_can_atlas_2018	TCGA-78-8662-01	-5.0046
luad_tcga_pan_can_atlas_2018	TCGA-80-5607-01	-1.4394
luad_tcga_pan_can_atlas_2018	TCGA-80-5608-01	-1.7226
luad_tcga_pan_can_atlas_2018	TCGA-80-5611-01	-0.319
luad_tcga_pan_can_atlas_2018	TCGA-83-5908-01	0.783
luad_tcga_pan_can_atlas_2018	TCGA-86-6562-01	-3.3263
luad_tcga_pan_can_atlas_2018	TCGA-86-6851-01	-1.7331
luad_tcga_pan_can_atlas_2018	TCGA-86-7701-01	-1.0486
luad_tcga_pan_can_atlas_2018	TCGA-86-7711-01	-1.8324
luad_tcga_pan_can_atlas_2018	TCGA-86-7713-01	-6.4045
luad_tcga_pan_can_atlas_2018	TCGA-86-7714-01	-3.0362
luad_tcga_pan_can_atlas_2018	TCGA-86-7953-01	-2.4323
luad_tcga_pan_can_atlas_2018	TCGA-86-7954-01	-0.4078
luad_tcga_pan_can_atlas_2018	TCGA-86-7955-01	-5.5074
luad_tcga_pan_can_atlas_2018	TCGA-86-8054-01	-5.1676
luad_tcga_pan_can_atlas_2018	TCGA-86-8055-01	-1.854
luad_tcga_pan_can_atlas_2018	TCGA-86-8056-01	-2.6911
luad_tcga_pan_can_atlas_2018	TCGA-86-8073-01	-2.8482
luad_tcga_pan_can_atlas_2018	TCGA-86-8074-01	-1.5835
luad_tcga_pan_can_atlas_2018	TCGA-86-8075-01	-2.0077
luad_tcga_pan_can_atlas_2018	TCGA-86-8076-01	-0.6652
luad_tcga_pan_can_atlas_2018	TCGA-86-8278-01	-1.7773
luad_tcga_pan_can_atlas_2018	TCGA-86-8279-01	-4.6384
luad_tcga_pan_can_atlas_2018	TCGA-86-8280-01	-0.1691
luad_tcga_pan_can_atlas_2018	TCGA-86-8281-01	-4.0557
luad_tcga_pan_can_atlas_2018	TCGA-86-8358-01	-3.8071
luad_tcga_pan_can_atlas_2018	TCGA-86-8359-01	-3.6599
luad_tcga_pan_can_atlas_2018	TCGA-86-8585-01	-2.3389
luad_tcga_pan_can_atlas_2018	TCGA-86-8668-01	-3.371
luad_tcga_pan_can_atlas_2018	TCGA-86-8669-01	-3.2996
luad_tcga_pan_can_atlas_2018	TCGA-86-8671-01	-0.0614
luad_tcga_pan_can_atlas_2018	TCGA-86-8672-01	0.0115
luad_tcga_pan_can_atlas_2018	TCGA-86-8673-01	-3.9709
luad_tcga_pan_can_atlas_2018	TCGA-86-8674-01	-5.0129
luad_tcga_pan_can_atlas_2018	TCGA-86-A456-01	-0.3833
luad_tcga_pan_can_atlas_2018	TCGA-86-A4D0-01	-4.7597
luad_tcga_pan_can_atlas_2018	TCGA-86-A4JF-01	-2.0717
luad_tcga_pan_can_atlas_2018	TCGA-86-A4P7-01	-2.057
luad_tcga_pan_can_atlas_2018	TCGA-86-A4P8-01	-0.2451
luad_tcga_pan_can_atlas_2018	TCGA-91-6828-01	-2.7322
luad_tcga_pan_can_atlas_2018	TCGA-91-6829-01	-3.3252
luad_tcga_pan_can_atlas_2018	TCGA-91-6830-01	-2.189
luad_tcga_pan_can_atlas_2018	TCGA-91-6831-01	-2.6984
luad_tcga_pan_can_atlas_2018	TCGA-91-6835-01	-1.6392
luad_tcga_pan_can_atlas_2018	TCGA-91-6836-01	-3.4712
luad_tcga_pan_can_atlas_2018	TCGA-91-6840-01	-2.468
luad_tcga_pan_can_atlas_2018	TCGA-91-6847-01	-6.1313
luad_tcga_pan_can_atlas_2018	TCGA-91-6848-01	-2.3277
luad_tcga_pan_can_atlas_2018	TCGA-91-6849-01	-2.1112
luad_tcga_pan_can_atlas_2018	TCGA-91-7771-01	-0.3226
luad_tcga_pan_can_atlas_2018	TCGA-91-8496-01	-0.2375
luad_tcga_pan_can_atlas_2018	TCGA-91-8497-01	-1.3106
luad_tcga_pan_can_atlas_2018	TCGA-91-8499-01	-1.9647
luad_tcga_pan_can_atlas_2018	TCGA-91-A4BC-01	-1.3624
luad_tcga_pan_can_atlas_2018	TCGA-91-A4BD-01	-0.0671
luad_tcga_pan_can_atlas_2018	TCGA-93-7347-01	-0.7293
luad_tcga_pan_can_atlas_2018	TCGA-93-7348-01	-3.0491
luad_tcga_pan_can_atlas_2018	TCGA-93-8067-01	-5.0353
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JN-01	-2.3269
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JO-01	-1.6914
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JP-01	-1.0639
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JQ-01	-1.6993
luad_tcga_pan_can_atlas_2018	TCGA-95-7039-01	-4.5563
luad_tcga_pan_can_atlas_2018	TCGA-95-7043-01	-4.7551
luad_tcga_pan_can_atlas_2018	TCGA-95-7562-01	-1.5837
luad_tcga_pan_can_atlas_2018	TCGA-95-7567-01	-2.4537
luad_tcga_pan_can_atlas_2018	TCGA-95-7944-01	0.343
luad_tcga_pan_can_atlas_2018	TCGA-95-7947-01	-1.6726
luad_tcga_pan_can_atlas_2018	TCGA-95-7948-01	-1.4807
luad_tcga_pan_can_atlas_2018	TCGA-95-8039-01	-0.7405
luad_tcga_pan_can_atlas_2018	TCGA-95-8494-01	-1.9725
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VK-01	-2.7415
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VN-01	-2.3658
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VP-01	-2.8173
luad_tcga_pan_can_atlas_2018	TCGA-97-7546-01	-2.3182
luad_tcga_pan_can_atlas_2018	TCGA-97-7547-01	-1.7372
luad_tcga_pan_can_atlas_2018	TCGA-97-7552-01	1.4405
luad_tcga_pan_can_atlas_2018	TCGA-97-7553-01	-0.2819
luad_tcga_pan_can_atlas_2018	TCGA-97-7554-01	-2.2054
luad_tcga_pan_can_atlas_2018	TCGA-97-7937-01	-4.147
luad_tcga_pan_can_atlas_2018	TCGA-97-7938-01	-2.8098
luad_tcga_pan_can_atlas_2018	TCGA-97-7941-01	-2.2464
luad_tcga_pan_can_atlas_2018	TCGA-97-8171-01	-4.6331
luad_tcga_pan_can_atlas_2018	TCGA-97-8172-01	-2.6066
luad_tcga_pan_can_atlas_2018	TCGA-97-8174-01	-2.3866
luad_tcga_pan_can_atlas_2018	TCGA-97-8175-01	-0.7362
luad_tcga_pan_can_atlas_2018	TCGA-97-8176-01	-4.9281
luad_tcga_pan_can_atlas_2018	TCGA-97-8177-01	-0.3349
luad_tcga_pan_can_atlas_2018	TCGA-97-8179-01	-3.6186
luad_tcga_pan_can_atlas_2018	TCGA-97-8547-01	-2.5172
luad_tcga_pan_can_atlas_2018	TCGA-97-8552-01	-1.914
luad_tcga_pan_can_atlas_2018	TCGA-97-A4LX-01	-0.7478
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M0-01	-1.481
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M1-01	-1.8808
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M2-01	-1.2303
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M3-01	-4.5336
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M5-01	-0.5343
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M6-01	-0.4641
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M7-01	-2.1488
luad_tcga_pan_can_atlas_2018	TCGA-99-7458-01	-0.3101
luad_tcga_pan_can_atlas_2018	TCGA-99-8025-01	-3.2594
luad_tcga_pan_can_atlas_2018	TCGA-99-8028-01	1.2905
luad_tcga_pan_can_atlas_2018	TCGA-99-8032-01	-2.4089
luad_tcga_pan_can_atlas_2018	TCGA-99-8033-01	-0.7362
luad_tcga_pan_can_atlas_2018	TCGA-99-AA5R-01	-0.3869
luad_tcga_pan_can_atlas_2018	TCGA-J2-8192-01	-1.4188
luad_tcga_pan_can_atlas_2018	TCGA-J2-8194-01	-3.8497
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AD-01	-3.8538
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AE-01	-0.635
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AG-01	-2.5207
luad_tcga_pan_can_atlas_2018	TCGA-L4-A4E5-01	-4.5554
luad_tcga_pan_can_atlas_2018	TCGA-L4-A4E6-01	0.1828
luad_tcga_pan_can_atlas_2018	TCGA-L9-A443-01	-2.1692
luad_tcga_pan_can_atlas_2018	TCGA-L9-A444-01	-0.4722
luad_tcga_pan_can_atlas_2018	TCGA-L9-A50W-01	-1.4542
luad_tcga_pan_can_atlas_2018	TCGA-L9-A5IP-01	-1.9051
luad_tcga_pan_can_atlas_2018	TCGA-L9-A743-01	-0.8397
luad_tcga_pan_can_atlas_2018	TCGA-L9-A7SV-01	-7.3438
luad_tcga_pan_can_atlas_2018	TCGA-L9-A8F4-01	-2.3777
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N1-01	-6.0883
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N4-01	-2.5753
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N5-01	-1.0964
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SV-01	-2.0255
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SW-01	-2.4925
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SY-01	-3.8358
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T2-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T4-01	-0.1819
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T6-01	-2.4556
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T7-01	-3.5153
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T8-01	-5.3408
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T9-01	-2.8768
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TA-01	-1.4391
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TC-01	-0.8924
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TD-01	-3.958
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TE-01	-5.5254
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TF-01	-2.6008
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TH-01	-0.995
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TI-01	-0.6742
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TJ-01	-0.0001
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TK-01	-2.3914
luad_tcga_pan_can_atlas_2018	TCGA-MP-A5C7-01	-4.355
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YF-01	-5.2124
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YG-01	-2.5005
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YI-01	-4.4531
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YP-01	-2.3115
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YQ-01	-0.5776
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55A-01	-2.0623
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55O-01	-2.4497
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55R-01	-3.5216
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A7XG-01	-3.848
luad_tcga_pan_can_atlas_2018	TCGA-O1-A52J-01	-2.0022
luad_tcga_pan_can_atlas_2018	TCGA-S2-AA1A-01	0.4894
luad_tcga_pan_can_atlas_2018	TCGA-17-Z053-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z025-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z002-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z055-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z021-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z000-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z057-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z061-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z016-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z032-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z023-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z015-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z043-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z028-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z005-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z010-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z047-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z020-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z052-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z018-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z056-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z009-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z004-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z058-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z033-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z036-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z026-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z042-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z011-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z019-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z013-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z001-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z022-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z059-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z007-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z050-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z037-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z027-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z062-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z030-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z044-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z048-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z017-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z003-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z051-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z041-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z054-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z045-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z031-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z049-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z060-01	NP
luad_tcga_pan_can_atlas_2018	TCGA-17-Z014-01	NP
lusc_tcga_pan_can_atlas_2018	TCGA-18-3406-01	1.781
lusc_tcga_pan_can_atlas_2018	TCGA-18-3407-01	-1.6682
lusc_tcga_pan_can_atlas_2018	TCGA-18-3408-01	-1.2909
lusc_tcga_pan_can_atlas_2018	TCGA-18-3410-01	0.2309
lusc_tcga_pan_can_atlas_2018	TCGA-18-3411-01	-2.4057
lusc_tcga_pan_can_atlas_2018	TCGA-18-3412-01	-1.401
lusc_tcga_pan_can_atlas_2018	TCGA-18-3414-01	-0.998
lusc_tcga_pan_can_atlas_2018	TCGA-18-3415-01	0.9552
lusc_tcga_pan_can_atlas_2018	TCGA-18-3416-01	-0.3076
lusc_tcga_pan_can_atlas_2018	TCGA-18-3417-01	-1.3605
lusc_tcga_pan_can_atlas_2018	TCGA-18-3419-01	-2.8224
lusc_tcga_pan_can_atlas_2018	TCGA-18-3421-01	-0.6196
lusc_tcga_pan_can_atlas_2018	TCGA-18-4083-01	-3.1874
lusc_tcga_pan_can_atlas_2018	TCGA-18-4086-01	-1.3189
lusc_tcga_pan_can_atlas_2018	TCGA-18-4721-01	-0.6583
lusc_tcga_pan_can_atlas_2018	TCGA-18-5592-01	-2.827
lusc_tcga_pan_can_atlas_2018	TCGA-21-1071-01	-2.0958
lusc_tcga_pan_can_atlas_2018	TCGA-21-1072-01	-3.2925
lusc_tcga_pan_can_atlas_2018	TCGA-21-1075-01	-6.7271
lusc_tcga_pan_can_atlas_2018	TCGA-21-1076-01	0.2087
lusc_tcga_pan_can_atlas_2018	TCGA-21-1079-01	-1.7743
lusc_tcga_pan_can_atlas_2018	TCGA-21-1080-01	-4.4174
lusc_tcga_pan_can_atlas_2018	TCGA-21-1081-01	-6.6633
lusc_tcga_pan_can_atlas_2018	TCGA-21-1082-01	-2.9487
lusc_tcga_pan_can_atlas_2018	TCGA-21-5782-01	-4.2058
lusc_tcga_pan_can_atlas_2018	TCGA-21-5783-01	-4.4378
lusc_tcga_pan_can_atlas_2018	TCGA-21-5784-01	-0.4991
lusc_tcga_pan_can_atlas_2018	TCGA-21-5786-01	-4.3017
lusc_tcga_pan_can_atlas_2018	TCGA-21-5787-01	-1.4916
lusc_tcga_pan_can_atlas_2018	TCGA-22-1000-01	-0.5329
lusc_tcga_pan_can_atlas_2018	TCGA-22-1002-01	-2.2934
lusc_tcga_pan_can_atlas_2018	TCGA-22-1005-01	0.6084
lusc_tcga_pan_can_atlas_2018	TCGA-22-1011-01	-1.2561
lusc_tcga_pan_can_atlas_2018	TCGA-22-1012-01	-3.6577
lusc_tcga_pan_can_atlas_2018	TCGA-22-1016-01	-2.0479
lusc_tcga_pan_can_atlas_2018	TCGA-22-1017-01	-1.7437
lusc_tcga_pan_can_atlas_2018	TCGA-22-4591-01	-4.7532
lusc_tcga_pan_can_atlas_2018	TCGA-22-4593-01	-4.5935
lusc_tcga_pan_can_atlas_2018	TCGA-22-4594-01	-0.8761
lusc_tcga_pan_can_atlas_2018	TCGA-22-4595-01	-3.0819
lusc_tcga_pan_can_atlas_2018	TCGA-22-4596-01	-0.3752
lusc_tcga_pan_can_atlas_2018	TCGA-22-4599-01	-0.8923
lusc_tcga_pan_can_atlas_2018	TCGA-22-4601-01	-3.2973
lusc_tcga_pan_can_atlas_2018	TCGA-22-4604-01	-0.9686
lusc_tcga_pan_can_atlas_2018	TCGA-22-4605-01	-3.6704
lusc_tcga_pan_can_atlas_2018	TCGA-22-4607-01	-1.7858
lusc_tcga_pan_can_atlas_2018	TCGA-22-4609-01	-1.2639
lusc_tcga_pan_can_atlas_2018	TCGA-22-4613-01	-2.4502
lusc_tcga_pan_can_atlas_2018	TCGA-22-5471-01	-1.2282
lusc_tcga_pan_can_atlas_2018	TCGA-22-5472-01	-3.4537
lusc_tcga_pan_can_atlas_2018	TCGA-22-5473-01	-3.9204
lusc_tcga_pan_can_atlas_2018	TCGA-22-5474-01	0.6187
lusc_tcga_pan_can_atlas_2018	TCGA-22-5477-01	-5.177
lusc_tcga_pan_can_atlas_2018	TCGA-22-5478-01	-3.6454
lusc_tcga_pan_can_atlas_2018	TCGA-22-5479-01	-2.6793
lusc_tcga_pan_can_atlas_2018	TCGA-22-5480-01	-3.3407
lusc_tcga_pan_can_atlas_2018	TCGA-22-5481-01	-2.3983
lusc_tcga_pan_can_atlas_2018	TCGA-22-5482-01	-3.7666
lusc_tcga_pan_can_atlas_2018	TCGA-22-5483-01	-2.4412
lusc_tcga_pan_can_atlas_2018	TCGA-22-5485-01	-5.3018
lusc_tcga_pan_can_atlas_2018	TCGA-22-5489-01	-0.0895
lusc_tcga_pan_can_atlas_2018	TCGA-22-5491-01	-2.9433
lusc_tcga_pan_can_atlas_2018	TCGA-22-5492-01	-1.1592
lusc_tcga_pan_can_atlas_2018	TCGA-22-A5C4-01	-5.0405
lusc_tcga_pan_can_atlas_2018	TCGA-33-4532-01	-5.9842
lusc_tcga_pan_can_atlas_2018	TCGA-33-4533-01	-3.9946
lusc_tcga_pan_can_atlas_2018	TCGA-33-4538-01	-1.9935
lusc_tcga_pan_can_atlas_2018	TCGA-33-4547-01	-1.4919
lusc_tcga_pan_can_atlas_2018	TCGA-33-4566-01	0.7082
lusc_tcga_pan_can_atlas_2018	TCGA-33-4582-01	-4.2338
lusc_tcga_pan_can_atlas_2018	TCGA-33-4583-01	0.345
lusc_tcga_pan_can_atlas_2018	TCGA-33-4586-01	-7.1962
lusc_tcga_pan_can_atlas_2018	TCGA-33-4587-01	-4.5719
lusc_tcga_pan_can_atlas_2018	TCGA-33-4589-01	3.1642
lusc_tcga_pan_can_atlas_2018	TCGA-33-6738-01	-3.3086
lusc_tcga_pan_can_atlas_2018	TCGA-33-A4WN-01	-4.8655
lusc_tcga_pan_can_atlas_2018	TCGA-33-A5GW-01	-5.0554
lusc_tcga_pan_can_atlas_2018	TCGA-33-AAS8-01	-5.9472
lusc_tcga_pan_can_atlas_2018	TCGA-33-AASB-01	-10.024
lusc_tcga_pan_can_atlas_2018	TCGA-33-AASD-01	-2.7343
lusc_tcga_pan_can_atlas_2018	TCGA-33-AASI-01	-1.2889
lusc_tcga_pan_can_atlas_2018	TCGA-33-AASJ-01	-4.0786
lusc_tcga_pan_can_atlas_2018	TCGA-33-AASL-01	-7.4161
lusc_tcga_pan_can_atlas_2018	TCGA-34-2596-01	-3.8495
lusc_tcga_pan_can_atlas_2018	TCGA-34-2600-01	-6.2771
lusc_tcga_pan_can_atlas_2018	TCGA-34-2604-01	NP
lusc_tcga_pan_can_atlas_2018	TCGA-34-2605-01	NP
lusc_tcga_pan_can_atlas_2018	TCGA-34-2608-01	-0.6003
lusc_tcga_pan_can_atlas_2018	TCGA-34-2609-01	NP
lusc_tcga_pan_can_atlas_2018	TCGA-34-5231-01	-2.0755
lusc_tcga_pan_can_atlas_2018	TCGA-34-5232-01	-1.0956
lusc_tcga_pan_can_atlas_2018	TCGA-34-5234-01	2.3944
lusc_tcga_pan_can_atlas_2018	TCGA-34-5236-01	-3.4706
lusc_tcga_pan_can_atlas_2018	TCGA-34-5239-01	-0.9601
lusc_tcga_pan_can_atlas_2018	TCGA-34-5240-01	-2.1326
lusc_tcga_pan_can_atlas_2018	TCGA-34-5241-01	1.2964
lusc_tcga_pan_can_atlas_2018	TCGA-34-5927-01	-5.5318
lusc_tcga_pan_can_atlas_2018	TCGA-34-5928-01	-2.3187
lusc_tcga_pan_can_atlas_2018	TCGA-34-5929-01	-3.6537
lusc_tcga_pan_can_atlas_2018	TCGA-34-7107-01	-3.1481
lusc_tcga_pan_can_atlas_2018	TCGA-34-8454-01	-1.8772
lusc_tcga_pan_can_atlas_2018	TCGA-34-8455-01	-2.5725
lusc_tcga_pan_can_atlas_2018	TCGA-34-8456-01	-4.817
lusc_tcga_pan_can_atlas_2018	TCGA-34-A5IX-01	-3.7475
lusc_tcga_pan_can_atlas_2018	TCGA-37-3783-01	1.3674
lusc_tcga_pan_can_atlas_2018	TCGA-37-3789-01	0.7059
lusc_tcga_pan_can_atlas_2018	TCGA-37-3792-01	2.295
lusc_tcga_pan_can_atlas_2018	TCGA-37-4129-01	-4.5714
